path,width,height,aspect
data/raw/images/БП12-Г01-3461_orig.jpg,885,1920,0.4609375
data/raw/images/БП12-Г01-3462_orig.jpg,844,1920,0.4395833333333333
data/raw/images/БП12-Г01-3511_orig.jpg,1080,1566,0.6896551724137931
data/raw/images/БП12-Г01-3577_orig.jpg,1080,1882,0.5738575982996812
data/raw/images/БП12-Г01-4902_orig.jpg,694,1920,0.3614583333333333
data/raw/images/БП12-Г01-4903_orig.jpg,1080,1698,0.6360424028268551
data/raw/images/БП12-Г01-5688_orig.jpg,1080,935,1.1550802139037433
data/raw/images/БП12-Г01-5772_orig.jpg,1080,393,2.7480916030534353
data/raw/images/БП12-Г01-5843_orig.jpg,1080,1903,0.5675249605885444
data/raw/images/БП12-Г01-5844_orig.jpg,1067,1920,0.5557291666666667
data/raw/images/БП12-Г01-5845_orig.jpg,789,1920,0.4109375
data/raw/images/БП12-Г01-5990_orig.jpg,828,1920,0.43125
data/raw/images/БП12-Г01-6186_orig.jpg,1080,1764,0.6122448979591837
data/raw/images/БП12-Г01-6214_orig.jpg,869,1920,0.45260416666666664
data/raw/images/БП12-Г01-6335_orig.jpg,1080,598,1.806020066889632
data/raw/images/БП12-Г01-6336_orig.jpg,704,1920,0.36666666666666664
data/raw/images/БП12-Г01-6521_orig.jpg,1080,1799,0.6003335186214563
data/raw/images/БП12-Г01-6522_orig.jpg,1080,1867,0.578468130690948
data/raw/images/БП12-Г01-6523_orig.jpg,847,1920,0.44114583333333335
data/raw/images/БП12-Г01-6524_orig.jpg,1080,1795,0.6016713091922006
data/raw/images/БП12-Г01-6525_orig.jpg,896,1920,0.4666666666666667
data/raw/images/БП12-Г01-6538_orig.jpg,769,1920,0.4005208333333333
data/raw/images/БП12-Г01-6540_orig.jpg,836,1920,0.4354166666666667
